1037
2196
2129
793
1094
72
644
857
1780
1110
2048
2131
760
997
1007
186
1040
23
21
487
130
879
614
1907
1292
1497
2177
1283
1496
159
174
170
169
1400
1027
27
18
26
1012
1026
1028
