1329,0.0001,0.0001
1294,0.0001,0.0001
1708,0.0001,0.0001
1189,0.0001,0.0001
1300,0.0001,0.0001
1712,0.0001,0.0001
1772,0.0001,0.0001
2140,0.0001,0.0001
2137,0.0014951,7.2006
1038,0.0001,0.0001
1037,0.015237,17.871
1550,0.0001,0.0001
1549,0.0001,0.0001
2194,0.0001,0.0001
1253,0.0001,0.0001
2196,0.0058398,17.467
2129,0.0058398,17.467
1095,0.0001,0.0001
1112,0.0001,0.0001
1046,0.0001,0.0001
1200,0.0001,0.0001
2170,0.0001,0.0001
793,0.0058398,17.467
1094,0.0058398,17.467
72,0.0058398,17.467
638,0.0001,0.0001
707,0.0001,0.0001
611,0.0001,0.0001
91,0.0001,0.0001
2169,0.0001,0.0001
775,0.0001,0.0001
644,0.0058398,17.467
857,0.0058398,17.467
1776,0.0001,0.0001
1780,0.13637,29.446
1110,0.02557,18.537
1097,0.0001,0.0001
2048,0.13637,29.446
2131,0.05139,28.765
760,0.0058398,17.467
997,0.13637,29.446
1007,0.13637,29.446
186,0.02557,18.537
190,0.0001,0.0001
195,0.0001,0.0001
162,0.0001,0.0001
161,0.0001,0.0001
1957,0.0001,0.0001
1995,0.0001,0.0001
1577,0.0001,0.0001
31,0.0001,0.0001
14,0.0001,0.0001
1040,0.0058398,17.467
782,0.0001,0.0001
23,0.0058398,17.467
88,0.0001,0.0001
1492,0.0001,0.0001
543,0.0001,0.0001
544,0.0001,0.0001
539,0.0001,0.0001
1483,0.0001,0.0001
757,0.0001,0.0001
756,0.0001,0.0001
46,0.0001,0.0001
352,0.0001,0.0001
419,0.0001,0.0001
513,0.0001,0.0001
1139,0.0001,0.0001
755,0.0001,0.0001
754,0.0001,0.0001
337,0.0001,0.0001
339,0.0001,0.0001
336,0.0001,0.0001
2181,0.0001,0.0001
1391,0.0001,0.0001
156,0.0001,0.0001
310,0.0001,0.0001
388,0.0001,0.0001
343,0.0001,0.0001
1480,0.0001,0.0001
21,0.0058398,17.467
38,0.0001,0.0001
63,0.0001,0.0001
51,0.0001,0.0001
480,0.0001,0.0001
487,0.0058398,17.467
491,0.0001,0.0001
130,0.015237,17.871
879,0.055305,28.092
1005,0.0001,0.0001
366,0.0001,0.0001
1412,0.0001,0.0001
1420,0.0001,0.0001
42,0.0001,0.0001
614,0.0058398,17.467
1907,0.13637,29.446
1572,0.0001,0.0001
1781,0.0001,0.0001
391,0.0001,0.0001
496,0.0001,0.0001
495,0.0001,0.0001
406,0.0001,0.0001
1292,0.0058398,17.467
1497,0.0058398,17.467
2177,0.015237,17.871
1283,0.055305,28.092
1496,0.0058398,17.467
1444,0.0001,0.0001
1644,0.0001,0.0001
1546,0.0001,0.0001
344,0.0001,0.0001
342,0.0001,0.0001
334,0.0001,0.0001
333,0.0001,0.0001
348,0.0001,0.0001
347,0.0001,0.0001
346,0.0001,0.0001
359,0.0001,0.0001
356,0.0001,0.0001
396,0.0001,0.0001
192,0.0001,0.0001
159,0.05139,28.765
174,0.02557,18.537
170,0.13637,29.446
169,0.13637,29.446
1400,0.01026,23.978
1027,0.13637,29.446
27,0.055305,28.092
18,0.02557,18.537
26,0.05139,28.765
983,0.0001,0.0001
1006,0.0001,0.0001
910,0.0001,0.0001
882,0.0001,0.0001
2207,0.0001,0.0001
179,0.0001,0.0001
748,0.0001,0.0001
1450,0.0001,0.0001
919,0.0001,0.0001
918,0.0001,0.0001
931,0.0001,0.0001
938,0.0001,0.0001
930,0.0001,0.0001
929,0.0001,0.0001
920,0.0001,0.0001
588,0.0001,0.0001
76,0.0001,0.0001
1012,0.0058398,17.467
1026,0.0058398,17.467
1489,0.0001,0.0001
1028,0.0058398,17.467
1886,0.0001,0.0001
1891,0.0001,0.0001
1888,0.0001,0.0001
1890,0.0001,0.0001
1960,0.0001,0.0001
778,0.0001,0.0001
776,0.0001,0.0001
1955,0.0001,0.0001
2027,0.0001,0.0001
1999,0.0001,0.0001
2026,0.0001,0.0001
1511,0.0001,0.0001
1186,0.0001,0.0001
1314,0.0001,0.0001
1702,0.0001,0.0001
1667,0.0001,0.0001
1515,0.0001,0.0001
1514,0.0001,0.0001
1078,0.0031257,26.47
1137,0.0001,0.0001
1063,0.0001,0.0001
1409,0.0001,0.0001
1568,0.0001,0.0001
1713,0.0001,0.0001
1142,0.0001,0.0001
