1329
1294
1708
1189
1300
1712
1772
2140
1038
1550
1549
2194
1253
1095
1112
1046
1200
2170
638
707
611
91
2169
775
1776
1097
190
195
162
161
1957
1995
1577
31
14
782
88
1492
543
544
539
1483
757
756
46
352
419
513
1139
755
754
337
339
336
2181
1391
156
310
388
343
1480
38
63
51
480
491
1005
366
1412
1420
42
1572
1781
391
496
495
406
1444
1644
1546
344
342
334
333
348
347
346
359
356
396
192
983
1006
910
882
2207
179
748
1450
919
918
931
938
930
929
920
588
76
1489
1886
1891
1888
1890
1960
778
776
1955
2027
1999
2026
1511
1186
1314
1702
1667
1515
1514
1137
1063
1409
1568
1713
1142
